region,region_code,period,all_providers,all_primary_care_providers,all_physicians,all_primary_care_physicians,all_nurse_practitioners,all_primary_care_nurse_practitioners,all_physician_assistants,all_primary_care_physician_assistants
South Carolina,SC,2011,18,17,14,12,2,2,3,3
South Carolina,SC,2011,325,151,258,114,41,27,26,10
South Dakota,SD,2011,2,3,1,1,0,0,2,2
South Dakota,SD,2011,29,18,22,11,3,3,4,4
South Dakota,SD,2011,7,7,2,2,1,1,4,4
South Dakota,SD,2011,12,10,10,8,0,0,2,2
South Dakota,SD,2011,50,37,33,25,8,8,10,4
South Dakota,SD,2011,86,38,68,29,3,1,14,8
South Dakota,SD,2011,6,5,3,3,2,2,0,0
South Dakota,SD,2011,0,0,0,0,0,0,0,0
South Dakota,SD,2011,3,3,1,1,1,1,1,1
South Dakota,SD,2011,1,0,0,0,0,0,0,0
South Dakota,SD,2011,14,15,10,10,2,2,3,3
South Dakota,SD,2011,2,2,1,1,0,0,1,1
South Dakota,SD,2011,20,14,14,8,0,0,6,6
South Dakota,SD,2011,60,36,48,29,3,1,9,6
South Dakota,SD,2011,3,4,1,1,1,1,2,2
South Dakota,SD,2011,5,5,3,3,0,0,2,2
South Dakota,SD,2011,50,23,42,18,6,4,3,1
South Dakota,SD,2011,4,4,2,2,0,0,2,2
South Dakota,SD,2011,3,3,2,2,1,1,0,0
South Dakota,SD,2011,14,15,6,6,5,5,4,4
South Dakota,SD,2011,3,2,0,0,0,0,2,2
South Dakota,SD,2011,7,7,2,2,1,1,4,4
South Dakota,SD,2011,18,12,12,6,3,3,3,3
South Dakota,SD,2011,4,4,2,2,1,1,1,1
South Dakota,SD,2011,10,8,8,6,1,1,1,1
South Dakota,SD,2011,9,9,5,5,4,4,0,0
South Dakota,SD,2011,2,3,2,2,0,0,1,1
South Dakota,SD,2011,4,4,1,1,2,2,1,1
South Dakota,SD,2011,5,5,3,3,1,1,1,1
South Dakota,SD,2011,0,0,0,0,0,0,0,0
South Dakota,SD,2011,0,0,0,0,0,0,0,0
South Dakota,SD,2011,28,20,19,11,1,1,8,8
South Dakota,SD,2011,10,7,6,4,1,1,2,2
South Dakota,SD,2011,1,1,1,1,0,0,0,0
South Dakota,SD,2011,4,4,2,2,0,0,2,2
South Dakota,SD,2011,3,2,2,2,0,0,0,0
South Dakota,SD,2011,2,2,1,1,1,1,0,0
South Dakota,SD,2011,8,9,3,3,2,2,4,4
South Dakota,SD,2011,9,7,5,4,1,0,3,3
South Dakota,SD,2011,40,31,29,22,8,7,2,2
South Dakota,SD,2011,143,38,109,24,16,8,18,6
South Dakota,SD,2011,5,5,3,3,0,0,2,2
South Dakota,SD,2011,5,5,2,2,0,0,3,3
South Dakota,SD,2011,2,2,2,2,0,0,0,0
South Dakota,SD,2011,3,3,2,2,0,0,1,1
South Dakota,SD,2011,42,37,28,24,3,3,10,10
South Dakota,SD,2011,2,2,1,1,0,0,1,1
South Dakota,SD,2011,7,7,4,4,0,0,3,3
South Dakota,SD,2011,656,178,521,148,70,16,66,14
South Dakota,SD,2011,14,14,2,2,2,2,10,10
South Dakota,SD,2011,333,117,234,74,48,21,50,22
South Dakota,SD,2011,7,7,3,3,1,1,3,3
South Dakota,SD,2011,8,6,4,2,1,1,3,3
South Dakota,SD,2011,17,14,13,10,2,2,2,2
South Dakota,SD,2011,2,1,1,1,0,0,0,0
South Dakota,SD,2011,14,14,9,9,3,3,2,2
South Dakota,SD,2011,7,6,4,4,0,0,2,2
South Dakota,SD,2011,0,0,0,0,0,0,0,0
South Dakota,SD,2011,3,3,1,1,0,0,2,2
South Dakota,SD,2011,16,13,7,5,4,3,5,5
South Dakota,SD,2011,12,9,7,4,3,3,2,2
South Dakota,SD,2011,11,11,7,7,2,2,2,2
South Dakota,SD,2011,93,18,75,9,3,2,15,7
South Dakota,SD,2011,15,9,10,6,2,2,3,1
South Dakota,SD,2011,78,28,68,25,2,1,8,2
South Dakota,SD,2011,0,0,0,0,0,0,0,0
Tennessee,TN,2011,197,78,161,54,30,23,5,1
Tennessee,TN,2011,65,40,42,22,17,14,6,4
Tennessee,TN,2011,13,12,7,6,6,6,0,0
Tennessee,TN,2011,10,10,6,6,4,4,0,0
Tennessee,TN,2011,235,110,196,91,26,16,12,3
Tennessee,TN,2011,182,90,143,69,28,12,12,9
Tennessee,TN,2011,66,43,44,25,14,12,8,6
Tennessee,TN,2011,11,8,6,4,4,4,0,0
Tennessee,TN,2011,50,43,22,16,18,17,10,10
Tennessee,TN,2011,73,49,52,30,18,17,2,2
Tennessee,TN,2011,23,23,12,12,10,10,1,1
Tennessee,TN,2011,21,18,7,6,12,11,1,1
Tennessee,TN,2011,54,40,34,23,14,10,7,7
Tennessee,TN,2011,8,8,4,4,4,4,0,0
Tennessee,TN,2011,38,33,20,16,18,17,0,0
Tennessee,TN,2011,149,82,103,45,37,33,9,4
Tennessee,TN,2011,12,11,3,3,8,8,0,0
Tennessee,TN,2011,104,51,83,38,15,10,6,3
Tennessee,TN,2011,2826,785,2375,617,367,136,84,32
Tennessee,TN,2011,28,18,14,7,12,11,2,0
Tennessee,TN,2011,21,17,16,12,5,5,0,0
Tennessee,TN,2011,77,32,52,17,18,11,7,4
Tennessee,TN,2011,101,43,68,22,30,21,3,0
Tennessee,TN,2011,25,23,13,11,12,12,0,0
Tennessee,TN,2011,23,16,13,7,7,6,3,3
Tennessee,TN,2011,64,45,51,33,13,11,1,1
Tennessee,TN,2011,52,45,32,26,19,18,1,1
Tennessee,TN,2011,40,26,31,17,10,9,0,0
Tennessee,TN,2011,10,10,6,6,4,4,0,0
Tennessee,TN,2011,141,75,105,54,30,18,7,3
Tennessee,TN,2011,7,7,3,3,3,3,1,1
Tennessee,TN,2011,136,73,93,45,32,22,10,6
Tennessee,TN,2011,1167,431,943,338,181,75,44,18
Tennessee,TN,2011,14,4,10,1,2,1,2,2
Tennessee,TN,2011,23,21,13,12,10,9,0,0
Tennessee,TN,2011,45,35,23,15,15,14,6,6
Tennessee,TN,2011,39,26,28,17,10,9,0,0
Tennessee,TN,2011,30,20,21,15,9,5,0,0
Tennessee,TN,2011,48,24,28,11,16,11,4,2
Tennessee,TN,2011,62,31,46,23,9,4,7,4
Tennessee,TN,2011,14,9,10,6,3,3,0,0
Tennessee,TN,2011,10,9,7,6,2,2,1,1
Tennessee,TN,2011,22,15,16,9,6,6,0,0
Tennessee,TN,2011,6,7,2,2,4,4,1,1
Tennessee,TN,2011,63,33,53,26,9,6,1,1
Tennessee,TN,2011,15,13,9,8,4,3,2,2
Tennessee,TN,2011,1725,642,1316,470,292,142,116,30
Tennessee,TN,2011,6,6,3,3,3,3,0,0
Tennessee,TN,2011,24,21,11,8,10,10,3,3
Tennessee,TN,2011,50,36,35,21,14,14,1,1
Tennessee,TN,2011,13,10,9,6,4,3,1,1
Tennessee,TN,2011,39,31,29,22,10,9,0,0
Tennessee,TN,2011,66,42,46,27,16,12,4,3
Tennessee,TN,2011,81,55,56,34,18,14,7,7
Tennessee,TN,2011,26,24,19,18,6,6,0,0
Tennessee,TN,2011,21,19,11,9,8,8,2,2
Tennessee,TN,2011,422,190,349,151,67,38,6,1
Tennessee,TN,2011,37,28,28,19,8,8,1,1
Tennessee,TN,2011,30,20,18,9,10,9,2,2
Tennessee,TN,2011,223,94,166,61,38,23,18,10
Tennessee,TN,2011,4,4,2,2,2,2,0,0
Tennessee,TN,2011,59,38,45,28,14,10,0,0
Tennessee,TN,2011,196,112,142,76,37,30,17,6
Tennessee,TN,2011,4,4,2,2,1,1,1,1
Tennessee,TN,2011,14,13,6,5,8,8,0,0
Tennessee,TN,2011,55,27,41,18,14,9,0,0
Tennessee,TN,2011,21,14,16,10,5,4,0,0
Tennessee,TN,2011,15,14,7,6,7,7,1,1
Tennessee,TN,2011,6,6,4,4,2,2,0,0
Tennessee,TN,2011,11,11,7,7,2,2,2,2
Tennessee,TN,2011,253,118,174,68,64,44,15,6
Tennessee,TN,2011,31,25,16,13,10,8,5,4
Tennessee,TN,2011,74,34,54,24,12,7,8,3
Tennessee,TN,2011,95,54,64,32,26,18,5,4
Tennessee,TN,2011,483,257,345,158,90,71,48,28
Tennessee,TN,2011,26,20,17,13,9,7,0,0
Tennessee,TN,2011,9,7,7,6,0,0,1,1
Tennessee,TN,2011,130,90,74,44,35,34,20,12
Tennessee,TN,2011,2456,906,2091,703,330,193,34,10
Tennessee,TN,2011,17,15,11,9,4,4,2,2
Tennessee,TN,2011,8,8,4,4,4,4,0,0
Tennessee,TN,2011,709,263,563,206,98,52,48,5
Tennessee,TN,2011,254,136,192,92,47,32,15,12
Tennessee,TN,2011,60,49,35,24,24,24,1,1
Tennessee,TN,2011,8,8,5,5,3,3,0,0
Tennessee,TN,2011,22,16,14,9,7,6,1,1
Tennessee,TN,2011,13,11,8,6,5,5,0,0
Tennessee,TN,2011,2,2,0,0,1,1,1,1
Tennessee,TN,2011,71,28,58,20,10,7,3,1
Tennessee,TN,2011,525,217,407,161,76,48,42,8
Tennessee,TN,2011,17,16,9,8,8,8,0,0
Tennessee,TN,2011,45,32,28,16,9,8,8,8
Tennessee,TN,2011,30,19,21,11,4,4,4,4
Tennessee,TN,2011,454,189,360,149,66,34,28,6
Tennessee,TN,2011,161,79,106,46,44,28,12,5
Texas,TX,2011,79,41,69,36,4,1,6,4
Texas,TX,2011,14,8,11,5,3,3,0,0
Texas,TX,2011,156,75,129,56,15,12,12,7
Texas,TX,2011,18,13,13,10,1,0,3,3
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,2,1,0,0,1,1,0,0
Texas,TX,2011,49,26,39,18,4,4,5,4
Texas,TX,2011,14,13,11,9,4,4,0,0
Texas,TX,2011,9,7,6,5,2,1,1,1
Texas,TX,2011,6,4,3,1,1,1,2,2
Texas,TX,2011,53,35,37,21,12,11,3,3
Texas,TX,2011,6,5,4,4,0,0,1,1
Texas,TX,2011,41,20,29,10,5,4,8,6
Texas,TX,2011,772,243,690,205,37,20,44,18
Texas,TX,2011,4123,1388,3581,1123,283,130,259,135
Texas,TX,2011,4,4,2,2,2,2,0,0
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,16,10,12,6,4,4,0,0
Texas,TX,2011,271,100,220,80,33,16,18,4
Texas,TX,2011,292,164,244,128,22,18,26,18
Texas,TX,2011,422,205,380,183,19,12,24,10
Texas,TX,2011,12,10,6,4,5,5,1,1
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,5,4,5,4,0,0,0,0
Texas,TX,2011,80,52,58,33,11,9,12,10
Texas,TX,2011,12,4,11,4,1,0,0,0
Texas,TX,2011,70,38,57,27,7,7,6,4
Texas,TX,2011,74,25,62,12,4,4,9,9
Texas,TX,2011,23,19,18,14,4,4,1,1
Texas,TX,2011,6,6,3,3,2,2,1,1
Texas,TX,2011,555,306,451,225,48,40,55,41
Texas,TX,2011,10,11,9,9,2,2,0,0
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,19,17,12,10,7,7,0,0
Texas,TX,2011,5,5,4,4,1,1,0,0
Texas,TX,2011,9,8,5,4,1,1,3,3
Texas,TX,2011,43,24,39,20,2,2,2,2
Texas,TX,2011,12,12,8,8,4,4,0,0
Texas,TX,2011,4,3,2,2,0,0,1,1
Texas,TX,2011,1,1,1,1,0,0,0,0
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,4,4,2,2,2,2,0,0
Texas,TX,2011,1624,637,1415,537,97,60,112,40
Texas,TX,2011,4,4,2,2,0,0,2,2
Texas,TX,2011,40,24,36,20,3,3,1,1
Texas,TX,2011,194,82,160,60,16,10,18,12
Texas,TX,2011,17,16,12,10,5,5,1,1
Texas,TX,2011,4,3,2,2,1,1,0,0
Texas,TX,2011,38,28,26,18,10,8,2,2
Texas,TX,2011,22,19,16,13,3,3,3,3
Texas,TX,2011,1,1,0,0,0,0,1,1
Texas,TX,2011,4,3,3,3,0,0,2,0
Texas,TX,2011,2,2,1,1,0,0,1,1
Texas,TX,2011,2,2,0,0,2,2,0,0
Texas,TX,2011,4,4,2,2,0,0,2,2
Texas,TX,2011,8,7,6,5,0,0,2,2
Texas,TX,2011,5797,2084,5010,1708,414,221,373,155
Texas,TX,2011,9,8,6,5,0,0,3,3
Texas,TX,2011,18,16,10,8,5,5,3,3
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,974,515,794,390,98,79,82,46
Texas,TX,2011,16,13,9,7,2,2,4,4
Texas,TX,2011,2,1,0,0,1,1,0,0
Texas,TX,2011,8,8,7,6,0,0,2,2
Texas,TX,2011,3,3,1,1,0,0,2,2
Texas,TX,2011,2,2,1,1,1,1,0,0
Texas,TX,2011,24,13,19,8,3,3,2,2
Texas,TX,2011,215,101,180,78,20,15,16,8
Texas,TX,2011,1,1,1,1,0,0,0,0
Texas,TX,2011,129,85,101,62,18,14,10,9
Texas,TX,2011,1129,517,946,397,120,79,64,41
Texas,TX,2011,46,21,41,17,2,2,3,2
Texas,TX,2011,6,3,5,2,0,0,1,1
Texas,TX,2011,37,27,26,19,7,4,4,4
Texas,TX,2011,33,15,31,13,2,2,0,0
Texas,TX,2011,5,5,3,3,1,1,1,1
Texas,TX,2011,9,9,6,6,2,2,1,1
Texas,TX,2011,1,1,0,0,1,1,0,0
Texas,TX,2011,703,358,625,310,40,30,37,18
Texas,TX,2011,8,7,6,5,0,0,2,2
Texas,TX,2011,11,9,8,6,3,3,0,0
Texas,TX,2011,18,15,10,8,2,1,6,6
Texas,TX,2011,7,7,5,5,2,2,0,0
Texas,TX,2011,499,211,448,180,27,15,24,16
Texas,TX,2011,3,2,2,1,0,0,1,1
Texas,TX,2011,64,27,62,25,0,0,2,2
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,2,3,2,2,0,0,1,1
Texas,TX,2011,23,17,16,10,3,3,4,4
Texas,TX,2011,25,16,20,11,4,4,1,1
Texas,TX,2011,255,112,207,82,33,21,16,9
Texas,TX,2011,330,160,268,116,34,28,28,16
Texas,TX,2011,13,9,12,8,0,0,1,1
Texas,TX,2011,94,54,79,42,8,6,6,6
Texas,TX,2011,34,25,26,17,4,4,4,4
Texas,TX,2011,3,2,2,1,1,1,0,0
Texas,TX,2011,12,11,8,8,2,2,2,1
Texas,TX,2011,4,4,3,3,0,0,1,1
Texas,TX,2011,5,5,3,3,2,2,0,0
Texas,TX,2011,21,20,12,12,8,8,0,0
Texas,TX,2011,8544,3129,7656,2696,449,266,439,167
Texas,TX,2011,67,37,47,25,8,6,12,6
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,3,3,2,2,1,1,0,0
Texas,TX,2011,219,127,168,85,38,34,13,8
Texas,TX,2011,4,4,4,4,0,0,0,0
Texas,TX,2011,82,52,63,37,12,11,6,4
Texas,TX,2011,1066,636,798,422,88,71,180,143
Texas,TX,2011,21,14,18,11,2,2,1,1
Texas,TX,2011,25,21,19,15,3,3,3,3
Texas,TX,2011,67,45,53,31,6,6,8,8
Texas,TX,2011,45,29,32,18,6,5,6,6
Texas,TX,2011,15,12,14,11,0,0,1,1
Texas,TX,2011,51,30,37,19,10,8,4,3
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,128,66,95,40,16,12,17,14
Texas,TX,2011,16,14,11,9,3,3,2,2
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,7,7,5,5,2,2,0,0
Texas,TX,2011,10,9,6,5,1,1,3,3
Texas,TX,2011,48,36,32,21,8,7,8,8
Texas,TX,2011,2,1,0,0,1,1,0,0
Texas,TX,2011,609,242,509,175,78,57,22,10
Texas,TX,2011,2,3,1,1,0,0,2,2
Texas,TX,2011,36,23,27,16,3,1,6,6
Texas,TX,2011,161,90,130,66,22,18,10,6
Texas,TX,2011,12,12,9,9,3,3,0,0
Texas,TX,2011,6,7,5,5,2,2,0,0
Texas,TX,2011,99,70,69,45,16,16,14,9
Texas,TX,2011,63,30,50,23,4,2,9,5
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,126,57,110,42,12,10,5,5
Texas,TX,2011,4,4,2,2,0,0,2,2
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,1,1,1,1,0,0,0,0
Texas,TX,2011,34,24,24,14,4,4,6,6
Texas,TX,2011,6,7,4,4,3,3,0,0
Texas,TX,2011,116,50,92,34,18,12,6,4
Texas,TX,2011,9,9,6,6,2,2,1,1
Texas,TX,2011,69,6,66,5,1,1,2,0
Texas,TX,2011,6,6,2,2,1,1,3,3
Texas,TX,2011,23,18,17,13,2,2,3,3
Texas,TX,2011,11,10,7,6,2,2,2,2
Texas,TX,2011,9,8,6,6,0,0,3,2
Texas,TX,2011,73,51,54,31,8,8,12,12
Texas,TX,2011,21,20,15,14,4,4,2,2
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,2,1,0,0,0,0,1,1
Texas,TX,2011,24,22,21,18,0,0,4,4
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,780,285,630,204,101,64,50,17
Texas,TX,2011,3,3,1,1,2,2,0,0
Texas,TX,2011,5,5,4,4,0,0,1,1
Texas,TX,2011,447,213,400,178,34,26,14,9
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,6,6,3,3,1,1,2,2
Texas,TX,2011,8,8,4,4,3,3,1,1
Texas,TX,2011,3,3,2,2,1,1,0,0
Texas,TX,2011,2,1,0,0,0,0,1,1
Texas,TX,2011,32,23,29,20,0,0,3,3
Texas,TX,2011,52,33,35,19,6,3,11,11
Texas,TX,2011,30,19,23,13,2,2,4,4
Texas,TX,2011,2,1,0,0,1,1,0,0
Texas,TX,2011,239,118,192,92,23,14,24,12
Texas,TX,2011,30,19,20,8,7,7,4,4
Texas,TX,2011,4,3,2,2,0,0,1,1
Texas,TX,2011,6,5,4,3,0,0,2,2
Texas,TX,2011,18,14,13,10,3,2,2,2
Texas,TX,2011,746,339,624,261,66,46,57,32
Texas,TX,2011,16,13,13,10,2,2,1,1
Texas,TX,2011,5,5,3,3,0,0,2,2
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,142,66,121,51,14,11,7,4
Texas,TX,2011,58,24,52,20,4,4,2,0
Texas,TX,2011,9,10,4,4,4,4,2,2
Texas,TX,2011,12,10,11,8,2,2,0,0
Texas,TX,2011,761,338,646,256,75,57,40,25
Texas,TX,2011,9,9,6,6,3,3,0,0
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,48,39,33,24,14,13,2,2
Texas,TX,2011,24,16,20,12,3,3,2,1
Texas,TX,2011,16,11,13,8,1,1,2,2
Texas,TX,2011,112,64,89,47,12,10,12,7
Texas,TX,2011,10,9,4,4,4,4,1,1
Texas,TX,2011,17,17,8,8,4,4,5,5
Texas,TX,2011,47,25,43,21,2,2,3,2
Texas,TX,2011,521,211,427,155,64,46,30,10
Texas,TX,2011,5,5,3,3,2,2,0,0
Texas,TX,2011,4,4,2,2,1,1,1,1
Texas,TX,2011,83,41,61,25,15,12,6,4
Texas,TX,2011,1,1,1,1,0,0,0,0
Texas,TX,2011,3,3,2,2,0,0,1,1
Texas,TX,2011,8,5,5,2,3,3,0,0
Texas,TX,2011,15,12,11,8,0,0,4,4
Texas,TX,2011,4,3,3,3,0,0,0,0
Texas,TX,2011,0,0,0,0,0,0,0,0
Texas,TX,2011,6,6,3,3,2,2,1,1
Texas,TX,2011,119,66,93,46,19,16,7,4
Texas,TX,2011,7,7,4,4,1,1,2,2
Texas,TX,2011,46,37,27,18,15,15,4,4
Texas,TX,2011,7,6,3,2,2,2,2,2
Texas,TX,2011,5,4,4,3,1,1,0,0
Texas,TX,2011,3,3,2,2,0,0,1,1
Texas,TX,2011,50,40,36,26,8,8,6,6
Texas,TX,2011,4,4,2,2,1,1,1,1
Texas,TX,2011,3,2,1,0,0,0,2,2
Texas,TX,2011,9,9,7,7,0,0,2,2
Texas,TX,2011,8,8,3,3,4,4,1,1
Texas,TX,2011,18,14,9,7,5,5,4,2
Texas,TX,2011,1,1,0,0,1,1,0,0
Texas,TX,2011,742,246,634,196,58,37,50,13
Texas,TX,2011,21,14,14,7,2,2,5,5
Texas,TX,2011,42,35,26,19,5,5,11,11
Texas,TX,2011,10,11,7,7,4,4,0,0
Texas,TX,2011,1,1,0,0,0,0,1,1
Texas,TX,2011,3,3,2,2,1,1,0,0
Texas,TX,2011,5,5,3,3,1,1,1,1
Texas,TX,2011,5,5,3,3,1,1,1,1
Texas,TX,2011,3487,1437,2984,1122,289,183,214,132
Texas,TX,2011,358,145,277,97,48,30,34,18
Texas,TX,2011,4,4,3,3,0,0,1,1
Texas,TX,2011,8,8,6,6,2,2,0,0
Texas,TX,2011,2,2,1,1,1,1,0,0
Texas,TX,2011,60,28,49,20,8,6,3,2
Texas,TX,2011,257,92,210,68,32,14,16,10
Texas,TX,2011,2579,952,2211,773,184,106,184,73
Texas,TX,2011,6,7,3,3,0,0,4,4
Texas,TX,2011,7,5,5,4,1,1,1,0
Texas,TX,2011,17,17,12,12,3,3,2,2
Texas,TX,2011,4,3,1,1,2,2,0,0
Texas,TX,2011,50,26,31,12,8,8,12,6
Texas,TX,2011,55,37,44,27,6,6,5,4
Texas,TX,2011,24,16,18,10,3,3,3,3
Texas,TX,2011,230,97,187,76,21,13,22,8
Texas,TX,2011,71,35,56,24,5,5,10,6
Texas,TX,2011,7,5,5,4,0,0,1,1
Texas,TX,2011,12,10,6,5,2,2,4,3
Texas,TX,2011,36,20,30,16,2,2,3,2
Texas,TX,2011,254,151,207,108,40,35,8,8
Texas,TX,2011,54,30,41,22,6,2,7,6
Texas,TX,2011,5,4,4,3,0,0,1,1
Texas,TX,2011,275,113,226,87,32,16,17,10
Texas,TX,2011,9,8,7,6,2,2,0,0
Texas,TX,2011,14,15,9,9,0,0,6,6
Texas,TX,2011,665,336,554,268,52,44,59,24
Texas,TX,2011,29,21,19,11,8,8,2,2
Texas,TX,2011,6,6,4,4,1,1,1,1
Texas,TX,2011,67,39,52,26,7,6,8,7
Texas,TX,2011,35,29,26,20,6,6,3,3
Texas,TX,2011,14,9,12,6,2,2,1,1
Texas,TX,2011,29,20,24,16,4,4,0,0
Texas,TX,2011,7,6,4,4,2,2,0,0
Texas,TX,2011,21,16,13,8,2,2,6,6
Utah,UT,2011,10,8,5,3,3,3,2,2
Utah,UT,2011,58,31,48,23,4,3,5,5
Utah,UT,2011,189,88,145,62,20,16,24,10
Utah,UT,2011,49,23,38,12,3,3,8,8
Utah,UT,2011,0,0,0,0,0,0,0,0
Utah,UT,2011,405,223,323,168,32,26,49,29
Utah,UT,2011,34,16,28,10,3,2,4,4
Utah,UT,2011,9,6,4,1,1,1,4,4
Utah,UT,2011,4,5,3,3,1,1,1,1
Utah,UT,2011,12,7,10,5,0,0,2,2
Utah,UT,2011,64,35,48,24,8,6,9,5
Utah,UT,2011,0,0,0,0,0,0,0,0
Utah,UT,2011,6,6,4,4,0,0,2,2
Utah,UT,2011,11,9,8,7,2,2,1,0
Utah,UT,2011,2,2,1,1,0,0,1,1
Utah,UT,2011,2,1,1,1,0,0,0,0
Utah,UT,2011,2,3,2,2,0,0,1,1
Utah,UT,2011,3185,953,2661,759,285,120,238,74
Utah,UT,2011,28,24,12,10,6,6,10,8
Utah,UT,2011,28,23,26,21,0,0,2,2
Utah,UT,2011,21,14,16,10,2,2,4,2
Utah,UT,2011,89,47,72,34,8,8,10,5
Utah,UT,2011,72,42,45,24,5,4,22,14
Utah,UT,2011,38,27,31,20,3,3,4,4
Utah,UT,2011,876,365,634,259,141,64,101,42
Utah,UT,2011,19,15,13,10,3,3,3,2
Utah,UT,2011,324,121,249,85,34,20,40,16
Utah,UT,2011,4,4,2,2,1,1,1,1
Utah,UT,2011,526,226,406,156,55,28,65,42
Vermont,VT,2011,78,45,61,36,10,7,7,2
Vermont,VT,2011,118,57,98,46,15,8,5,3
Vermont,VT,2011,76,45,53,30,18,13,5,2
Vermont,VT,2011,814,276,650,204,89,48,75,24
Vermont,VT,2011,6,6,3,3,1,1,2,2
Vermont,VT,2011,84,43,59,26,8,6,18,11
Vermont,VT,2011,5,5,2,2,2,2,1,1
Vermont,VT,2011,35,18,24,12,10,6,2,0
Vermont,VT,2011,42,32,29,19,9,9,4,4
Vermont,VT,2011,49,30,38,20,7,7,4,3
Vermont,VT,2011,166,70,120,46,26,16,21,8
Vermont,VT,2011,144,76,114,53,18,12,13,11
Vermont,VT,2011,109,59,89,44,11,7,9,8
Vermont,VT,2011,108,74,82,52,13,13,13,9
Virginia,VA,2011,24,21,16,13,5,5,3,3
Virginia,VA,2011,212,90,191,76,17,12,4,2
Virginia,VA,2011,34,14,30,13,0,0,4,1
Virginia,VA,2011,6,6,3,2,4,4,0,0
Virginia,VA,2011,16,13,11,9,3,3,1,1
Virginia,VA,2011,5,5,4,4,1,1,0,0
Virginia,VA,2011,378,168,336,145,12,10,30,13
Virginia,VA,2011,159,56,136,46,18,8,4,2
Virginia,VA,2011,3,3,2,2,1,1,0,0
Virginia,VA,2011,50,34,42,26,5,5,3,3
Virginia,VA,2011,10,10,3,3,7,7,0,0
Virginia,VA,2011,16,16,12,12,2,2,2,2
Virginia,VA,2011,10,8,6,4,4,4,0,0
Virginia,VA,2011,40,27,24,13,15,14,0,0
Virginia,VA,2011,12,12,9,9,2,2,1,1
Virginia,VA,2011,10,9,9,9,0,0,0,0
Virginia,VA,2011,9,9,7,7,1,1,1,1
Virginia,VA,2011,82,50,56,32,21,16,5,2
Virginia,VA,2011,2,2,2,2,0,0,0,0
Virginia,VA,2011,10,9,6,6,3,3,0,0
Virginia,VA,2011,684,302,606,257,57,35,22,10
Virginia,VA,2011,8,7,3,2,1,1,4,4
Virginia,VA,2011,0,0,0,0,0,0,0,0
Virginia,VA,2011,58,24,48,17,8,6,2,1
Virginia,VA,2011,2,2,2,2,0,0,0,0
Virginia,VA,2011,10,9,7,6,2,2,1,1
Virginia,VA,2011,4,4,2,2,2,2,0,0
Virginia,VA,2011,31,10,30,9,1,1,0,0
Virginia,VA,2011,2698,1083,2296,878,246,159,157,46
Virginia,VA,2011,130,54,100,43,16,11,14,0
Virginia,VA,2011,13,13,8,8,3,3,2,2
Virginia,VA,2011,8,9,7,7,2,2,0,0
Virginia,VA,2011,47,34,40,29,2,2,6,3
Virginia,VA,2011,21,14,14,8,6,5,1,1
Virginia,VA,2011,21,15,18,12,2,2,1,1
Virginia,VA,2011,64,31,57,26,5,5,2,0
Virginia,VA,2011,10,7,8,7,1,0,0,0
Virginia,VA,2011,12,8,6,4,5,4,1,0
Virginia,VA,2011,4,4,3,3,1,1,0,0
Virginia,VA,2011,26,14,25,12,2,2,0,0
Virginia,VA,2011,84,36,64,25,11,9,8,2
Virginia,VA,2011,226,116,185,94,35,20,6,2
Virginia,VA,2011,608,252,506,207,58,35,44,10
Virginia,VA,2011,84,49,71,39,9,7,4,3
Virginia,VA,2011,4,4,2,2,2,2,0,0
Virginia,VA,2011,17,15,14,12,2,2,1,1
Virginia,VA,2011,248,111,201,87,28,19,19,5
Virginia,VA,2011,3,3,2,2,1,1,0,0
Virginia,VA,2011,8,9,6,6,1,1,2,2
Virginia,VA,2011,12,12,10,10,2,2,0,0
Virginia,VA,2011,7,6,5,4,2,2,0,0
Virginia,VA,2011,28,24,18,14,10,10,0,0
Virginia,VA,2011,521,263,421,196,72,57,29,10
Virginia,VA,2011,11,10,11,10,0,0,0,0
Virginia,VA,2011,7,7,4,4,3,3,0,0
Virginia,VA,2011,8,8,5,5,2,2,1,1
Virginia,VA,2011,3,3,2,2,1,1,0,0
Virginia,VA,2011,65,37,45,21,16,15,4,1
